"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"99582934","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/8a/c2/1048240789.jpg","Chalet 7","8","","290595.0","chalet","sale","144.0","False","4","3","Calle de la Vía, 8","Madrid","Morata de Tajuña","","es","40.2324068","-3.4396265","True","https://www.idealista.com/obra-nueva/99582934/","8411","Promoción de 20 chalets adosados de calidad, con un precio desde 268.930 €. Vivir cerca de Madrid en una vivienda distinguida no es imposible. Disponen de 4 dormitorios (o 3 con despacho, para trabajar desde el confort de la vivienda), además de la parcela propia con jardín privado. La urbanización dispone de piscina comunitaria, zonas infantiles y plaza de garaje. Cada vivienda es personalizable en su interior, pudiendo diseñar su distribución con el asesoramiento de nuestros técnicos (siempre que se cumpla la normativa y se respete la homogeneidad de la promoción) y con la posibilidad de elegir entre una amplia variedad de “acabados”. Viviendas más abiertas, con zonas ajardinadas, conectividad, higienización, etc. Aliaria se involucra en las nuevas necesidades del teletrabajo, adaptando los proyectos para que las viviendas dispongan de espacios multifuncionales que permitan compaginar la vida familiar y laboral. Morata de Tajuña se encuentra junto a la autovía A3 y cuenta con un servicio de transporte público permanente que te acerca en menos de 30 minutos a la ciudad de Madrid. Tiene tres líneas interurbanas (dos de ellas conectan con Madrid y otra con Arganda del Rey), así como una línea urbana. “Disfruta de su Vía Verde”. Es la primera VÍA VERDE de la Comunidad de Madrid. Tiene 49 kilómetros que recorren gran parte de la vega del Tajuña, pasando por otros pueblos como Carabaña, Ambite, Orusco, Tielmes o Perales de Tajuña. A 14 minutos de Morata de Tajuña se encuentra el Hospital Universitario del Sureste (Arganda). Dispone de Colegios Públicos, Escuelas de Educación Infantil e Instituto de Educación Secundaria.","False","newdevelopment","True","","True","True","False","2018.0","chalet","terracedHouse","Morata de Tajuña","Chalet adosado en Calle de la Vía, 8","True","False","False","False","","","False","False","","","","","","","","","",""
"99582964","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/27/f8/1048240801.jpg","Chalet 18","8","","286714.0","chalet","sale","136.0","False","4","3","Calle de la Vía, 8","Madrid","Morata de Tajuña","","es","40.2324068","-3.4396265","True","https://www.idealista.com/obra-nueva/99582964/","8411","Promoción de 20 chalets adosados de calidad, con un precio desde 268.930 €. Vivir cerca de Madrid en una vivienda distinguida no es imposible. Disponen de 4 dormitorios (o 3 con despacho, para trabajar desde el confort de la vivienda), además de la parcela propia con jardín privado. La urbanización dispone de piscina comunitaria, zonas infantiles y plaza de garaje. Cada vivienda es personalizable en su interior, pudiendo diseñar su distribución con el asesoramiento de nuestros técnicos (siempre que se cumpla la normativa y se respete la homogeneidad de la promoción) y con la posibilidad de elegir entre una amplia variedad de “acabados”. Viviendas más abiertas, con zonas ajardinadas, conectividad, higienización, etc. Aliaria se involucra en las nuevas necesidades del teletrabajo, adaptando los proyectos para que las viviendas dispongan de espacios multifuncionales que permitan compaginar la vida familiar y laboral. Morata de Tajuña se encuentra junto a la autovía A3 y cuenta con un servicio de transporte público permanente que te acerca en menos de 30 minutos a la ciudad de Madrid. Tiene tres líneas interurbanas (dos de ellas conectan con Madrid y otra con Arganda del Rey), así como una línea urbana. “Disfruta de su Vía Verde”. Es la primera VÍA VERDE de la Comunidad de Madrid. Tiene 49 kilómetros que recorren gran parte de la vega del Tajuña, pasando por otros pueblos como Carabaña, Ambite, Orusco, Tielmes o Perales de Tajuña. A 14 minutos de Morata de Tajuña se encuentra el Hospital Universitario del Sureste (Arganda). Dispone de Colegios Públicos, Escuelas de Educación Infantil e Instituto de Educación Secundaria.","False","newdevelopment","True","","True","True","False","2108.0","chalet","terracedHouse","Morata de Tajuña","Chalet adosado en Calle de la Vía, 8","True","False","False","False","","","False","False","","","","","","","","","",""
"99582949","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/dd/f5/1048240790.jpg","Chalet 11","8","","291758.0","chalet","sale","144.0","False","4","3","Calle de la Vía, 8","Madrid","Morata de Tajuña","","es","40.2324068","-3.4396265","True","https://www.idealista.com/obra-nueva/99582949/","8411","Promoción de 20 chalets adosados de calidad, con un precio desde 268.930 €. Vivir cerca de Madrid en una vivienda distinguida no es imposible. Disponen de 4 dormitorios (o 3 con despacho, para trabajar desde el confort de la vivienda), además de la parcela propia con jardín privado. La urbanización dispone de piscina comunitaria, zonas infantiles y plaza de garaje. Cada vivienda es personalizable en su interior, pudiendo diseñar su distribución con el asesoramiento de nuestros técnicos (siempre que se cumpla la normativa y se respete la homogeneidad de la promoción) y con la posibilidad de elegir entre una amplia variedad de “acabados”. Viviendas más abiertas, con zonas ajardinadas, conectividad, higienización, etc. Aliaria se involucra en las nuevas necesidades del teletrabajo, adaptando los proyectos para que las viviendas dispongan de espacios multifuncionales que permitan compaginar la vida familiar y laboral. Morata de Tajuña se encuentra junto a la autovía A3 y cuenta con un servicio de transporte público permanente que te acerca en menos de 30 minutos a la ciudad de Madrid. Tiene tres líneas interurbanas (dos de ellas conectan con Madrid y otra con Arganda del Rey), así como una línea urbana. “Disfruta de su Vía Verde”. Es la primera VÍA VERDE de la Comunidad de Madrid. Tiene 49 kilómetros que recorren gran parte de la vega del Tajuña, pasando por otros pueblos como Carabaña, Ambite, Orusco, Tielmes o Perales de Tajuña. A 14 minutos de Morata de Tajuña se encuentra el Hospital Universitario del Sureste (Arganda). Dispone de Colegios Públicos, Escuelas de Educación Infantil e Instituto de Educación Secundaria.","False","newdevelopment","True","","True","True","False","2026.0","chalet","terracedHouse","Morata de Tajuña","Chalet adosado en Calle de la Vía, 8","True","False","False","False","","","False","False","","","","","","","","","",""
"99582957","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/c8/30/1048240800.jpg","Chalet 2","8","","268982.0","chalet","sale","128.0","False","4","3","Calle de la Vía, 8","Madrid","Morata de Tajuña","","es","40.2324068","-3.4396265","True","https://www.idealista.com/obra-nueva/99582957/","8411","Promoción de 20 chalets adosados de calidad, con un precio desde 268.930 €. Vivir cerca de Madrid en una vivienda distinguida no es imposible. Disponen de 4 dormitorios (o 3 con despacho, para trabajar desde el confort de la vivienda), además de la parcela propia con jardín privado. La urbanización dispone de piscina comunitaria, zonas infantiles y plaza de garaje. Cada vivienda es personalizable en su interior, pudiendo diseñar su distribución con el asesoramiento de nuestros técnicos (siempre que se cumpla la normativa y se respete la homogeneidad de la promoción) y con la posibilidad de elegir entre una amplia variedad de “acabados”. Viviendas más abiertas, con zonas ajardinadas, conectividad, higienización, etc. Aliaria se involucra en las nuevas necesidades del teletrabajo, adaptando los proyectos para que las viviendas dispongan de espacios multifuncionales que permitan compaginar la vida familiar y laboral. Morata de Tajuña se encuentra junto a la autovía A3 y cuenta con un servicio de transporte público permanente que te acerca en menos de 30 minutos a la ciudad de Madrid. Tiene tres líneas interurbanas (dos de ellas conectan con Madrid y otra con Arganda del Rey), así como una línea urbana. “Disfruta de su Vía Verde”. Es la primera VÍA VERDE de la Comunidad de Madrid. Tiene 49 kilómetros que recorren gran parte de la vega del Tajuña, pasando por otros pueblos como Carabaña, Ambite, Orusco, Tielmes o Perales de Tajuña. A 14 minutos de Morata de Tajuña se encuentra el Hospital Universitario del Sureste (Arganda). Dispone de Colegios Públicos, Escuelas de Educación Infantil e Instituto de Educación Secundaria.","False","newdevelopment","True","","True","True","False","2101.0","chalet","terracedHouse","Morata de Tajuña","Chalet adosado en Calle de la Vía, 8","True","False","False","False","","","False","False","","","","","","","","","",""
"99018246","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/5a/99/980639294.jpg","P4-1ºG","21","1","314000.0","flat","sale","119.0","True","3","2","Calle José Isbert s/n","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3546934","-3.514243","True","https://www.idealista.com/obra-nueva/99018246/","10996","Vivienda de 3 dormitorios en Planta Segunda con 123 m² construidos, 87 útiles y terraza de 6 m². Con vestidor en dormitorio principal. 2 garajes y 1 trastero, precio 305.000€+IVA Célere Montecillos es un conjunto residencial único, con todas las funcionalidades que un residencial moderno precisa, creando un lugar idóneo donde vivir. La promoción está formada por 110 viviendas con tipologías de 2 y 3 dormitorios, incluyendo bajos y áticos, todas ellas con terrazas, plaza de garaje y trastero, en una urbanización privada con zonas verdes y diferentes lugares de ocio. Conocemos la importancia del tiempo libre con tu familia y amigos, por eso, las zonas comunes son indispensables en cualquiera de nuestras promociones. En Célere Montecillos podrás disfrutar de: piscina, Sala Social-Gourmet donde vivir encuentros sociales y familiares inolvidables, gimnasio totalmente equipado y diseñado para que desarrolles tu actividad física con todas las comodidades posibles, parking para bicicletas y parque infantil para los más pequeños de la casa. Además incorpora la nueva funcionalidad Célere Wish que, de la mano de un partner como Amazon, permitirá a los habitantes de las promoción controlar, a través de la voz, tanto elementos de su vivienda, como las luces, como externos a ella, como la reserva de las zonas comunes. Esto será posible gracias a la incorporación de un kit Smart Home, que consta de un altavoz Amazon Echo dot, además de otros dispositivos como bombillas y enchufes inteligentes. Hemos cuidado cada detalle para convertir esta promoción en tu futuro hogar, con una arquitectura elegante y una cuidada selección de calidades. Además, Célere Montecillos posee Calificación Energética B, lo que la convierte en una promoción de viviendas respetuosas con el medio ambiente y diseñadas para ofrecerte el máximo nivel de eficiencia energética. Vive tu nuevo hogar en un lugar único. Célere Montecillos es un lugar para disfrutar, situado en Rivas-Vaciamadrid. Se encuentra localizado en Rivas Futura. La zona cuenta con todo tipo de dotaciones; centros educacionales públicos, como el Colegio Público Hans Christian Andersen o el IES Antares, zonas deportivas como el Parque del Sureste y zonas comerciales como el Centro H2O o el Auditorio de Miguel Ríos.  Célere Montecillos cuenta con una ubicación inmejorable; con acceso directo a la R-3, A-3 y M-50, y está a un paso de varias paradas de autobús. Así como la línea 9 de metro y autobuses que comunican con la capital. La promoción dispone de un Seguro Payments Protection, que aportará a los clientes mayor tranquilidad y seguridad en un momento tan importante como es la compra de su casa.","False","newdevelopment","True","True","True","True","False","2639.0","flat","","Rivas Centro, Rivas-Vaciamadrid","Piso en Calle José Isbert s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99018215","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/2b/6b/980639295.jpg","P4-5ºF","21","5","311000.0","flat","sale","112.0","True","3","2","Calle José Isbert s/n","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3546934","-3.514243","True","https://www.idealista.com/obra-nueva/99018215/","10996","Vivienda de 3 dormitorios en Planta Quinta con 112 m² construidos, 78 útiles y terraza de 5 m². 2 garajes y 1 trastero, precio 311.000€+IVA  Célere Montecillos es un conjunto residencial único, con todas las funcionalidades que un residencial moderno precisa, creando un lugar idóneo donde vivir. La promoción está formada por 110 viviendas con tipologías de 2 y 3 dormitorios, incluyendo bajos y áticos, todas ellas con terrazas, plaza de garaje y trastero, en una urbanización privada con zonas verdes y diferentes lugares de ocio. Conocemos la importancia del tiempo libre con tu familia y amigos, por eso, las zonas comunes son indispensables en cualquiera de nuestras promociones. En Célere Montecillos podrás disfrutar de: piscina, Sala Social-Gourmet donde vivir encuentros sociales y familiares inolvidables, gimnasio totalmente equipado y diseñado para que desarrolles tu actividad física con todas las comodidades posibles, parking para bicicletas y parque infantil para los más pequeños de la casa. Además incorpora la nueva funcionalidad Célere Wish que, de la mano de un partner como Amazon, permitirá a los habitantes de las promoción controlar, a través de la voz, tanto elementos de su vivienda, como las luces, como externos a ella, como la reserva de las zonas comunes. Esto será posible gracias a la incorporación de un kit Smart Home, que consta de un altavoz Amazon Echo dot, además de otros dispositivos como bombillas y enchufes inteligentes. Hemos cuidado cada detalle para convertir esta promoción en tu futuro hogar, con una arquitectura elegante y una cuidada selección de calidades. Además, Célere Montecillos posee Calificación Energética B, lo que la convierte en una promoción de viviendas respetuosas con el medio ambiente y diseñadas para ofrecerte el máximo nivel de eficiencia energética. Vive tu nuevo hogar en un lugar único. Célere Montecillos es un lugar para disfrutar, situado en Rivas-Vaciamadrid. Se encuentra localizado en Rivas Futura. La zona cuenta con todo tipo de dotaciones; centros educacionales públicos, como el Colegio Público Hans Christian Andersen o el IES Antares, zonas deportivas como el Parque del Sureste y zonas comerciales como el Centro H2O o el Auditorio de Miguel Ríos.  Célere Montecillos cuenta con una ubicación inmejorable; con acceso directo a la R-3, A-3 y M-50, y está a un paso de varias paradas de autobús. Así como la línea 9 de metro y autobuses que comunican con la capital. La promoción dispone de un Seguro Payments Protection, que aportará a los clientes mayor tranquilidad y seguridad en un momento tan importante como es la compra de su casa.","False","newdevelopment","True","True","True","True","False","2777.0","flat","","Rivas Centro, Rivas-Vaciamadrid","Piso en Calle José Isbert s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"97477919","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/7e/be/980639282.jpg","P4 2ºd","21","2","305000.0","flat","sale","123.0","True","3","2","Calle José Isbert s/n","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3546934","-3.514243","True","https://www.idealista.com/obra-nueva/97477919/","10996","Vivienda de 3 dormitorios en Planta Segunda con 123 m² construidos, 87 útiles y terraza de 6 m². Con vestidor en dormitorio principal. 2 garajes y 1 trastero, precio 305.000€+IVA Célere Montecillos es un conjunto residencial único, con todas las funcionalidades que un residencial moderno precisa, creando un lugar idóneo donde vivir. La promoción está formada por 110 viviendas con tipologías de 2 y 3 dormitorios, incluyendo bajos y áticos, todas ellas con terrazas, plaza de garaje y trastero, en una urbanización privada con zonas verdes y diferentes lugares de ocio. Conocemos la importancia del tiempo libre con tu familia y amigos, por eso, las zonas comunes son indispensables en cualquiera de nuestras promociones. En Célere Montecillos podrás disfrutar de: piscina, Sala Social-Gourmet donde vivir encuentros sociales y familiares inolvidables, gimnasio totalmente equipado y diseñado para que desarrolles tu actividad física con todas las comodidades posibles, parking para bicicletas y parque infantil para los más pequeños de la casa. Además incorpora la nueva funcionalidad Célere Wish que, de la mano de un partner como Amazon, permitirá a los habitantes de las promoción controlar, a través de la voz, tanto elementos de su vivienda, como las luces, como externos a ella, como la reserva de las zonas comunes. Esto será posible gracias a la incorporación de un kit Smart Home, que consta de un altavoz Amazon Echo dot, además de otros dispositivos como bombillas y enchufes inteligentes. Hemos cuidado cada detalle para convertir esta promoción en tu futuro hogar, con una arquitectura elegante y una cuidada selección de calidades. Además, Célere Montecillos posee Calificación Energética B, lo que la convierte en una promoción de viviendas respetuosas con el medio ambiente y diseñadas para ofrecerte el máximo nivel de eficiencia energética. Vive tu nuevo hogar en un lugar único. Célere Montecillos es un lugar para disfrutar, situado en Rivas-Vaciamadrid. Se encuentra localizado en Rivas Futura. La zona cuenta con todo tipo de dotaciones; centros educacionales públicos, como el Colegio Público Hans Christian Andersen o el IES Antares, zonas deportivas como el Parque del Sureste y zonas comerciales como el Centro H2O o el Auditorio de Miguel Ríos.  Célere Montecillos cuenta con una ubicación inmejorable; con acceso directo a la R-3, A-3 y M-50, y está a un paso de varias paradas de autobús. Así como la línea 9 de metro y autobuses que comunican con la capital. La promoción dispone de un Seguro Payments Protection, que aportará a los clientes mayor tranquilidad y seguridad en un momento tan importante como es la compra de su casa.","False","newdevelopment","True","True","True","True","False","2480.0","flat","","Rivas Centro, Rivas-Vaciamadrid","Piso en Calle José Isbert s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"89147753","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/3d/40/976723037.jpg","GIRE-1151001","12","bj","43000.0","flat","sale","39.0","False","1","1","Calle Alamillo","Madrid","Valdilecha","","es","40.2950502","-3.300574","False","https://www.idealista.com/inmueble/89147753/","8789","¿Quieres comprar piso de 1 habitación en Valdilecha de 39 metros cuadrados? Excelente oportunidad de adquirir en propiedad este piso residencial con una superficie de 39 m² bien distribuidos en 1 habitación y 1 cuarto de baño ubicado en la localidad de Valdilecha, provincia de Madrid. ¿Quieres más información? No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Portal es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra.. . tanto a nivel particular como para inversores. Portal cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.","False","renew","False","False","","","","1103.0","flat","","Valdilecha","Piso en Calle Alamillo","True","False","False","False","","","False","False","","","","","","","","","",""
"88144197","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/dd/e7/740666011.jpg","3248-17067","19","","65000.0","chalet","sale","71.0","False","2","1","Alegría, 5","Madrid","Pozuelo del Rey","","es","40.3672737","-3.3191306","True","https://www.idealista.com/inmueble/88144197/","10128","Casa con encanto en Pozuelo del Rey, para familias o personas que quieran escapar de la ruidosa agitación de la gran ciudad y volver a la tranquilidad del pueblo, a unos 40 minutos de Madrid por la R-3.  Esta casa en Pozuelo del Rey consta de dos plantas. La planta baja se distribuye en un amplio salón todo exterior con chimenea, zona leñera y cocina independiente. En el salón y en el distribuidor superior se conservan dos blasones tallados en piedra y en la parte superior del pilar cercano a la escalera que sube a la primera planta se incrustan tres gárgolas que vigilan expectantes el salón. Junto al fuego de la chimenea y unas velas el salón ofrece así un encantador entorno para recogerse en invierno, y en verano la luz de los ventanales alegra la estancia donde prevalece una temperatura agradable pese al rigor del estío.  La planta alta se distribuye en dos dormitorios amplios con armarios empotrados y ventanales a la calle, el principal con una terraza de más de 5 mc desde donde podemos contemplar el cielo estrellado cuando el buen tiempo acompaña. También dispone de un baño con plato de ducha y distribuidor. La cubierta se cambió recientemente y está en perfecto estado. Esta casa en Pozuelo del Rey se vende amueblada y equipada y sólo paga en impuestos 75 euros de IBI al año. Autobuses interurbanos: Línea 261 que conecta Arganda del Rey con el intercambiador de Avenida de América con servicio frecuente cada media hora o menos, y línea 321 que conecta con el Hospital del Sureste de Arganda del Rey. Pozuelo del Rey es un municipio donde si te llevan con los ojos cerrados y te dejan allí.. . es el pueblo que todos dibujaríamos. Es curiosa y relajante su tranquilidad, el canto de los pájaros, el blanco encalado de sus casas, con cubiertas de teja roja y chimenea.. . La zona pertenece a la Alcarria madrileña, está en la comarca de Alcalá y cuentan que antes se llamó Pozuelo de las Torres hasta que se convirtió en zona de paso de gente de la realeza y se le cambió el nombre. Está pegado a Campo Real, cerca de Arganda del Rey...","False","renew","False","","","","","915.0","chalet","semidetachedHouse","Pozuelo del Rey","Chalet pareado en Alegría, 5","False","False","False","False","","","False","False","","","","","","","","","",""
"99555723","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/78/c4/1047398277.jpg","DS002032240","72","3","199990.0","flat","sale","207.0","True","4","2","Calle María Moliner","Madrid","Loeches","","es","40.3858347","-3.4174208","False","https://www.idealista.com/inmueble/99555723/","9292","¡DISPONIBLE! Se Vende bonita vivienda de cuatro habitaciones y 129 m2, en una Urbanización Cerrada en Loeches.  Esta bonita y luminosa vivienda está situada en una de las zonas más tranquilas de Loeches, rodeada de naturaleza y muy cerca de todos los servicios necesarios para el día a día….  Consta de una amplia entrada recibidor, un gran salón comedor, con bomba frio y calor, muy luminoso y con mirador, la cocina está totalmente equipada con muebles y electrodomésticos (excepto frigorífico) y tiene salida a un tendedero, tiene cuatro habitaciones muy grandes, dos de ellas con armarios empotrados y otra con el hueco para poder instalarlo, las cuatro habitaciones son amplias y con mucha luz natural, consta de dos baños completos y uno de ellos con ventada, los dos tienen muebles bajo lavabo, uno de ellos tiene bañera con mampara y el otro tiene plato de ducha con mampara.  Los suelos de toda la casa son de tarima, excepto en las zonas húmedas que son en gres, las puertas interiores son de madera de pino, las carpinterías exteriores son en aluminio climalit en blanco y las paredes están pintadas en liso.  En el precio están incluidas dos plazas de garaje y un trastero.  Tiene una muy buena ubicación, ya que está situado a 15 minutos en coche del Hospital Universitario de Torrejón de Ardoz, a 8 minutos a pié y 3 minutos en coche del Consultorio Local de Loeches, a otros 9 minutos a pie y 3 minutos en coche del Colegio Público Duque de Alba, a 15 minutos a pie y 3 en coche del Colegio Montfort y a otros 9 minutos a pie y 3 en coche del C. E. I. P Charles Dickens. Su situación te hace conectarte con el Centro de Loeches en 9 minutos a pie, donde podrás encontrar el Ayuntamiento, variedad de negocios, supermercados, farmacias, bancos etc. Además, está a 15 minutos en coche de la A-2 y cerca de varias paradas de autobuses que facilitan la comunicación con otras poblaciones.  En definitiva, un sitio perfecto para comenzar un nuevo proyecto de vida.","False","good","False","True","True","True","","966.0","flat","","Loeches","Piso en Calle María Moliner","True","False","True","False","","","False","False","","","","","","","","","",""
"97621921","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/f6/e0/985096764.jpg","3170-13543","37","","345000.0","chalet","sale","277.0","False","4","2","Av. Pontón de Marinilla","Madrid","Torres de la Alameda","","es","40.4078476","-3.3609359","False","https://www.idealista.com/inmueble/97621921/","12216","Espectacular chalet independiente, sobre amplia parcela de 794 m2, según catastro. Este acogedor y cómodo chalet está situado en la población de Torres de La Alameda, muy cercano a Torrejón de Ardoz, Alcalá de Henares y Arganda del Rey, a tan solo 30 minutos de Madrid.  Cuenta con diversas alternativas de colegios, restaurantes, bancos y comercios.  Por su privilegiada ubicación nos permite disfrutar de la naturaleza, tranquilidad y de actividades al aire libre, situado en un entorno muy tranquilo y con excelentes vecinos. Consta de 277 m2 construidos repartidos en dos plantas, y distribuidos de la siguiente forma: * Planta baja: consta de 139 m2 distribuidos en: porche-terraza, salón-comedor, pasillo, cocina amueblada, dos habitaciones que comparten un amplio baño con jacuzzi y la habitación principal con baño en suite y sauna.  Todas las habitaciones cuentan con armarios empotrados. * Planta semisótano: consta de 138 m2 distribuidos en: habitación independiente, amplia zona de garaje para tres coches, sala-caldera, espacio para trastero-taller, escalera. Patio y zona ajardinada. La Planta Baja es de construcción prefabricada de madera y la Planta semisótano estructura de hormigón armado, que soporta toda la estructura de la casa. Otras características:  Dispone de pozo subterráneo que permite regar toda la parcela durante todo el año. Cuenta con servicios de: agua, electricidad, fibra y alcantarillado. La calefacción y agua caliente es individual y por gasoil, dispone de un tanque de 1.000 litros de combustible con autonomía aproximada de 1 año. El Municipio: Torres de la Alameda está situado al Este de Madrid. En la zona conocida como el Corredor del Henares y pertenece a la Comunidad de Madrid. Esta hermosa población tiene una historia de casi dos mil años. Torres de la Alameda ha conservado su identidad y ha sabido adaptarse a los nuevos tiempos, siendo en la actualidad la industria su principal actividad económica. Su estratégica situación y el gran número de infraestructuras y servicios con los que cuenta hace de Torres de la Alameda un lugar muy atractivo, tanto para la ubicación de empresas como para convertirse en el lugar ideal para vivir. Con un crecimiento armónico y planificado, es un referente para los municipios de la zona. Comunicación: Fácil acceso por carretera a las autovías A2, R3 Y A3. Transporte Público: 232 Alcalá de Henares-Torres de la Alameda, 231 Alcalá de Henares-Urb. Zulema-El Viso, 261 Madrid (Avda. América)-Nuevo Baztán-Villar del Olmo, 320 Arganda del Rey-Alcalá de Henares Servicios: En las inmediaciones puedes contar con todos los servicios: ambulatorio con urgencias 24 horas, farmacias, casita de niños, biblioteca, colegios, institutos, polideportivo municipal, Piscina Municipal, supermercados, transporte público, etc.  Todas estas comodidades terminan de convertir esta vivienda en un espacio perfecto para que tengas una vida cómoda y muy relajada.  ** FINANCIACIÓN hasta el 100%, estudio gratuito y sin compromiso. ** Pregúntanos por nuestro PLAN CAMBIO DE CASA. ** DISPONIBLE EN ALQUILER CON OPCION A COMPRA ** NO COBRAMOS HONORARIOS AL COMPRADOR ¿Concertamos una visita?","True","good","False","","True","True","","1245.0","chalet","independantHouse","Torres de la Alameda","Casa independiente en Av. Pontón de Marinilla","True","True","False","False","","","False","False","","","","","","","","","",""
"98963432","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fc/84/73/1029610557.jpg","","29","6","525000.0","penthouse","sale","190.0","True","3","2","Ocho De Marzo, 10","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3796522","-3.5359869","True","https://www.idealista.com/inmueble/98963432/","14087","Espectacular ático a estrenar en Rivas Vaciamadrid. 2 terrazas de 47 m2 y 93 m2. Para entrar a vivir. ROAN 626 912 367 Vivienda de obra nueva con excelentes calidades. Distribuida en 3 dormitorios, todas con armarios empotrados, 2 baños, dormitorio principal con baño en suite. Cocina independiente. Excelente urbanización con piscina, salón social, pista de pádel y jardines. Portero automático y portero físico.","False","good","False","True","True","True","","2763.0","flat","penthouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Ático en Ocho De Marzo, 10","True","False","False","False","","","False","False","","","","","","","","","",""
"99598212","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/00/2a/1048750975.jpg","CHA0136","62","","410000.0","chalet","sale","226.0","False","4","2","Calle Geranios","Madrid","Campo Real","","es","40.3369244","-3.3958776","False","https://www.idealista.com/inmueble/99598212/","3838","INMOBILIARIA TAGONIA, vende chalet pareado de 226 m2, situado en una de las mejores zonas de campo real con vigilancia 24 horas en una URBANIZACION CERRADA, buen acceso de carretera, hay enlace A3 y radial con servicios de colegios, institutos, zonas de senderismo, deportes, en una parcela de 420m2. El chalet en la planta baja tiene una amplia cocina con una salida a la zona de jardín, en la cual se encuentra un porche de madera, tipo cenador y una piscina de gran capacidad rodeada de césped y un solado de pizarra para diferentes accesos a la vivienda en la misma planta se haya un salón muy amplio con chimenea francesa, un aseo, un dormitorio tipo suite con baño completo con plato de ducha, un vestidor y una salita de lectura con una estufa de pellet, salida a una terraza con impresionantes vistas. En la planta de arriba encontramos tres dormitorios de gran capacidad, un baño completo con bañera. Dispone de un garaje para dos coches cerrado y automatizado. Las calidades del pavimento son de tarima flotante combinado con gres en accesos de entradas, la calefacción por gasoil y pellet, doble acristalamiento, ventanas con mosquiteras y aire acondicionado en varias estancias. Todos los dormitorios contienen armarios empotrados con revestimiento de madera de roble. También dispone de trastero en semisótano de gran amplitud preparado para bodega.","False","good","False","","True","True","","1814.0","chalet","independantHouse","Campo Real","Casa independiente en Calle Geranios","False","False","False","False","","","False","False","","","","","","","","","",""
